ID_IPEDS,YEAR,ENROLL_FTUG,GRANT_FEDERAL,GRANT_STATE,NETPRICE,PUBLIC,DEGREE_BACH,TYPE,TN_PROMISE
221731,2015,212,431673,702610,12329,0,1,four-year private,1
221740,2010,1940,3487620,7708992,12730,1,1,four-year public,0
221740,2011,2170,3310647,9048394,12390,1,1,four-year public,0
221740,2012,2284,3334816,9697688,11569,1,1,four-year public,0
221740,2013,2335,3453489,9973596,12267,1,1,four-year public,0
221740,2014,2144,3317186,8882611,13224,1,1,four-year public,0
221740,2015,1853,2550079,6883309,14559,1,1,four-year public,1
221759,2010,4199,6159151,16829052,13758,1,1,four-year public,0
221759,2011,4175,5606038,17631969,15298,1,1,four-year public,0
221759,2012,4197,5442476,18032316,16062,1,1,four-year public,0
221759,2013,4261,5391836,17495520,17863,1,1,four-year public,0
221759,2014,4689,6119630,18351723,19960,1,1,four-year public,0
221759,2015,4700,5911288,16607534,20780,1,1,four-year public,1
221768,2010,1275,3488456,5266099,7773,1,1,four-year public,0
221768,2011,1290,2970296,5606666,8897,1,1,four-year public,0
221768,2012,1315,3124685,5792518,7531,1,1,four-year public,0
221768,2013,1301,3056352,5552683,8512,1,1,four-year public,0
221768,2014,1174,2748891,5218225,8288,1,1,four-year public,0
221768,2015,1010,2189123,3885595,10430,1,1,four-year public,1
221795,2010,69,175000,16000,27756,0,1,four-year private,0
221795,2011,57,115500,17000,27703,0,1,four-year private,0
221795,2012,38,118500,23375,25922,0,1,four-year private,0
221795,2013,46,155005,10000,25179,0,1,four-year private,0
221795,2014,80,236990,34000,19325,0,1,four-year private,0
221795,2015,55,171020,40150,20601,0,1,four-year private,1
221829,2010,172,181006,0,8310,0,0,two-year private,0
221829,2011,159,235820,0,9260,0,0,two-year private,0
221829,2012,129,225170,0,9845,0,0,two-year private,0
221829,2013,109,265610,0,10469,0,0,two-year private,0
221829,2014,130,309192,0,10987,0,0,two-year private,0
221829,2015,154,301743,0,11716,0,0,two-year private,1
221838,2010,1291,5662818,2069288,6624,1,1,four-year public,0
221838,2011,1144,4536920,1860057,8264,1,1,four-year public,0
221838,2012,1017,3850328,1708842,8038,1,1,four-year public,0
221838,2013,1326,4946261,2210407,8888,1,1,four-year public,0
221838,2014,1378,4965593,2140615,9604,1,1,four-year public,0
221838,2015,1397,5474711,2018897,9614,1,1,four-year public,1
221847,2010,1899,3762762,7839909,11308,1,1,four-year public,0
221847,2011,1951,3248409,8210222,13062,1,1,four-year public,0
221847,2012,2046,3188374,8348449,12389,1,1,four-year public,0
221847,2013,2161,3497407,9235239,13677,1,1,four-year public,0
221847,2014,1875,3031680,8204516,14518,1,1,four-year public,0
221847,2015,1577,2567097,6423914,14688,1,1,four-year public,1
221892,2010,241,561572,497000,16038,0,1,four-year private,0
221892,2011,262,450542,554500,18582,0,1,four-year private,0
221892,2012,234,414496,559350,16513,0,1,four-year private,0
221892,2013,245,398382,575650,17487,0,1,four-year private,0
221892,2014,318,588400,717213,17156,0,1,four-year private,0
221892,2015,354,585590,715728,17898,0,1,four-year private,1
221908,2010,1140,3364568,1085461,7167,1,0,two-year public,0
221908,2011,967,2758664,1279174,7714,1,0,two-year public,0
221908,2012,951,2523876,1210192,6598,1,0,two-year public,0
221908,2013,896,2550995,1306300,6407,1,0,two-year public,0
221908,2014,1060,2832025,1554122,6401,1,0,two-year public,0
221908,2015,1433,3473256,3804720,5119,1,0,two-year public,1
221953,2010,370,1411942,1069127,15689,0,1,four-year private,0
221953,2011,298,904703,784500,17512,0,1,four-year private,0
221953,2012,331,929349,812057,17886,0,1,four-year private,0
221953,2013,315,839183,852900,17707,0,1,four-year private,0
221953,2014,298,900471,775365,18385,0,1,four-year private,0
221953,2015,283,836571,723785,16223,0,1,four-year private,1
221971,2010,489,941550,1431662,23727,0,1,four-year private,0
221971,2011,470,815625,1399131,22514,0,1,four-year private,0
221971,2012,422,719102,1493988,21944,0,1,four-year private,0
221971,2013,472,687107,1769589,26286,0,1,four-year private,0
221971,2014,328,508722,989003,25166,0,1,four-year private,0
221971,2015,338,532808,1034686,25759,0,1,four-year private,1
221999,2010,1600,2204907,1122384,18993,0,1,four-year private,0
221999,2011,1600,1114859,941910,19667,0,1,four-year private,0
221999,2012,1608,1091461,772318,20551,0,1,four-year private,0
221999,2013,1613,1128326,807523,22173,0,1,four-year private,0
221999,2014,1604,1054135,697694,22937,0,1,four-year private,0
221999,2015,1607,1239053,732032,23150,0,1,four-year private,1
222026,2010,74,249996,0,8692,0,0,two-year private,0
222026,2011,35,128812,0,8583,0,0,two-year private,0
222026,2012,16,50466,0,9904,0,0,two-year private,0
222026,2013,16,51716,0,9476,0,0,two-year private,0
222026,2014,10,38500,0,10190,0,0,two-year private,0
222026,2015,8,22582,0,10327,0,0,two-year private,1
222053,2010,1414,3827036,1456974,6417,1,0,two-year public,0
222053,2011,1227,2834365,1415360,6638,1,0,two-year public,0
222053,2012,1157,2475599,1513168,6629,1,0,two-year public,0
222053,2013,1142,2434392,1393857,6841,1,0,two-year public,0
222053,2014,1164,2477043,1569965,7053,1,0,two-year public,0
222053,2015,2125,4470220,3907027,6005,1,0,two-year public,1
222062,2010,1415,3732574,1885322,4508,1,0,two-year public,0
222062,2011,1356,3733640,2139023,4750,1,0,two-year public,0
222062,2012,1320,3411345,2199973,4575,1,0,two-year public,0
222062,2013,1196,3185964,2127258,4412,1,0,two-year public,0
222062,2014,1238,3011528,2197221,4829,1,0,two-year public,0
222062,2015,1545,3864366,4098194,4192,1,0,two-year public,1
222099,2010,406,1222220,47200,9087,0,0,two-year private,0
222099,2011,312,953366,40750,10660,0,0,two-year private,0
222099,2012,231,690501,27500,12584,0,0,two-year private,0
222099,2013,158,514381,25365,12771,0,0,two-year private,0
222099,2014,136,482662,23000,10129,0,0,two-year private,0
222099,2015,175,680077,39500,9415,0,0,two-year private,1
222105,2010,22,29612,0,11612,0,0,two-year private,0
222105,2011,28,34258,0,12250,0,0,two-year private,0
222105,2012,24,42190,0,11256,0,0,two-year private,0
222105,2013,31,52601,0,10140,0,0,two-year private,0
222105,2014,40,80025,6003,11499,0,0,two-year private,0
222105,2015,34,114419,5602,10008,0,0,two-year private,1
246202,2010,348,1179023,6500,21055,0,0,two-year private,0
246202,2011,219,803934,12945,16848,0,0,two-year private,0
246202,2012,183,584504,666,22044,0,0,two-year private,0
246202,2013,183,585254,0,22722,0,0,two-year private,0
246202,2014,208,523635,12552,24013,0,0,two-year private,0
246202,2015,483,1691658,56329,21076,0,0,two-year private,1
248660,2010,39,126013,0,8075,0,0,two-year private,0
248660,2011,27,61575,0,11328,0,0,two-year private,0
248660,2012,5,16575,0,13464,0,0,two-year private,0
248660,2013,12,38742,0,13466,0,0,two-year private,0
248660,2014,62,240312,0,14612,0,0,two-year private,0
248660,2015,26,108752,0,15937,0,0,two-year private,1
248925,2010,599,2056822,1030453,7993,1,0,two-year public,0
248925,2011,647,2431005,970555,7332,1,0,two-year public,0
248925,2012,573,1669342,730652,7828,1,0,two-year public,0
248925,2013,666,1940689,747805,7467,1,0,two-year public,0
248925,2014,668,1541611,740092,9277,1,0,two-year public,0
248925,2015,775,1808616,1114713,9433,1,0,two-year public,1
368443,2010,199,1016927,27322,26342,0,1,four-year private,0
368443,2011,102,369094,8871,26130,0,1,four-year private,0
368443,2012,17,57488,0,23823,0,1,four-year private,0
368443,2013,45,151880,0,23842,0,1,four-year private,0
368443,2014,29,115513,0,23372,0,1,four-year private,0
368443,2015,35,65749,3001,25973,0,1,four-year private,1
368452,2010,115,182607,7000,16584,0,1,four-year private,0
368452,2011,90,108765,6000,18440,0,1,four-year private,0
368452,2012,92,160671,9000,18810,0,1,four-year private,0
368452,2013,83,104365,4000,20170,0,1,four-year private,0
368452,2014,81,108249,6750,22526,0,1,four-year private,0
368452,2015,62,117461,11000,22339,0,1,four-year private,1
376631,2010,25,80440,0,9671,0,0,two-year private,0
376631,2011,22,59575,0,11517,0,0,two-year private,0
376631,2012,23,61425,0,10926,0,0,two-year private,0
376631,2013,27,92160,0,12115,0,0,two-year private,0
376631,2014,28,92711,0,12750,0,0,two-year private,0
376631,2015,18,46151,0,14554,0,0,two-year private,1
376677,2010,124,573775,38195,5442,0,0,two-year private,0
376677,2011,80,372168,0,6982,0,0,two-year private,0
376677,2012,30,77275,0,10050,0,0,two-year private,0
376677,2013,37,129327,0,9726,0,0,two-year private,0
376677,2014,30,59615,0,10712,0,0,two-year private,0
376677,2015,21,40276,0,8610,0,0,two-year private,1
382771,2010,93,377548,0,14928,0,0,two-year private,0
382771,2011,87,280425,2000,19285,0,0,two-year private,0
382771,2012,118,387867,2001,20832,0,0,two-year private,0
382771,2013,99,388566,4000,19740,0,0,two-year private,0
382771,2014,110,459511,7667,19161,0,0,two-year private,0
382771,2015,79,329966,5334,20312,0,0,two-year private,1
382780,2010,289,966183,0,6553,0,0,two-year private,0
382780,2011,257,774576,5300,7416,0,0,two-year private,0
382780,2012,226,820654,0,7674,0,0,two-year private,0
382780,2013,170,432015,0,8779,0,0,two-year private,0
382780,2014,122,239415,0,9024,0,0,two-year private,0
382780,2015,147,355812,0,10746,0,0,two-year private,1
388043,2010,36,169205,31373,14528,0,0,two-year private,0
388043,2011,46,235256,1333,16503,0,0,two-year private,0
388043,2012,33,174967,5008,20239,0,0,two-year private,0
388043,2013,43,209854,0,18363,0,0,two-year private,0
388043,2014,10,44985,0,19500,0,0,two-year private,0
388043,2015,25,141636,0,17868,0,0,two-year private,1
392798,2010,28,105409,0,7680,0,0,two-year private,0
392798,2011,17,64946,0,8377,0,0,two-year private,0
392798,2012,17,57443,0,9194,0,0,two-year private,0
392798,2013,6,20403,0,9164,0,0,two-year private,0
392798,2014,3,3850,0,10415,0,0,two-year private,0
392798,2015,3,6738,0,10791,0,0,two-year private,1
392840,2010,49,166526,131000,17995,0,1,four-year private,0
392840,2011,73,70227,76625,26471,0,1,four-year private,0
392840,2012,47,121761,83750,25317,0,1,four-year private,0
392840,2013,53,76417,62000,28807,0,1,four-year private,0
392840,2014,49,64874,73700,28632,0,1,four-year private,0
392840,2015,43,59161,77555,28067,0,1,four-year private,1
404718,2010,113,365533,0,7170,0,0,two-year private,0
404718,2011,80,189270,0,9554,0,0,two-year private,0
404718,2012,54,160900,0,11320,0,0,two-year private,0
404718,2013,51,120590,0,10330,0,0,two-year private,0
404718,2014,42,88218,0,12771,0,0,two-year private,0
404718,2015,17,47607,0,13322,0,0,two-year private,1
412599,2010,300,1421007,55171,20682,0,1,four-year private,0
412599,2011,333,1406358,32280,22234,0,0,two-year private,0
412599,2012,285,1192846,28649,23445,0,0,two-year private,0
412599,2013,268,1153398,30204,21530,0,1,four-year private,0
412599,2014,251,1064942,10155,20353,0,1,four-year private,0
412599,2015,175,585751,708,19333,0,1,four-year private,1
416670,2010,98,315744,0,10506,0,0,two-year private,0
416670,2011,110,397980,0,11382,0,0,two-year private,0
416670,2012,149,655928,0,11110,0,0,two-year private,0
416670,2013,161,449650,0,10995,0,0,two-year private,0
416670,2014,146,512698,0,12140,0,0,two-year private,0
416670,2015,90,194631,0,12701,0,0,two-year private,1
417789,2010,131,684500,0,9582,0,0,two-year private,0
417789,2011,145,625725,0,10023,0,0,two-year private,0
417789,2012,163,603410,0,10594,0,0,two-year private,0
417789,2013,135,439250,2000,10565,0,0,two-year private,0
417789,2014,109,377131,0,11960,0,0,two-year private,0
417789,2015,75,178432,0,12175,0,0,two-year private,1
418870,2010,198,444185,4500,20443,0,0,two-year private,0
418870,2011,65,291916,2000,21255,0,0,two-year private,0
418870,2012,20,76294,0,22365,0,0,two-year private,0
418870,2013,39,206170,36410,20029,0,0,two-year private,0
418870,2014,34,153840,0,22009,0,0,two-year private,0
418870,2015,49,226700,38525,23002,0,0,two-year private,1
418889,2010,74,198673,118528,22577,0,0,two-year private,0
418889,2011,97,173026,29798,22011,0,0,two-year private,0
418889,2012,87,66023,7000,17254,0,0,two-year private,0
418889,2013,81,101621,13556,20800,0,0,two-year private,0
418889,2014,42,92905,29424,19704,0,0,two-year private,0
418889,2015,22,41215,7500,17934,0,0,two-year private,1
428073,2010,19,82500,0,905,0,0,two-year private,0
428073,2011,20,99000,0,1543,0,0,two-year private,0
428073,2012,18,88000,0,1618,0,0,two-year private,0
428073,2013,19,95965,0,1473,0,0,two-year private,0
428073,2014,20,90320,0,1473,0,0,two-year private,0
428073,2015,19,84675,0,1473,0,0,two-year private,1
440873,2010,92,474950,5066,15531,0,0,two-year private,0
440873,2011,173,925588,12000,16747,0,0,two-year private,0
440873,2012,94,487419,4498,16440,0,0,two-year private,0
440873,2013,73,390418,2667,17718,0,0,two-year private,0
440873,2014,89,463899,0,18081,0,0,two-year private,0
440873,2015,98,513425,2000,18235,0,0,two-year private,1
443340,2010,83,345333,0,24549,0,1,four-year private,0
443340,2011,11,22450,9200,14975,0,1,four-year private,0
443340,2012,4,5650,0,14212,0,1,four-year private,0
443340,2013,8,24558,0,12833,0,1,four-year private,0
443340,2014,4,6580,0,14008,0,1,four-year private,0
443340,2015,2,0,0,18647,0,1,four-year private,1
443359,2010,115,338823,0,16137,0,0,two-year private,0
443359,2011,126,389392,0,17717,0,0,two-year private,0
443359,2012,151,409284,0,14316,0,0,two-year private,0
443359,2013,146,379470,0,14487,0,0,two-year private,0
443359,2014,132,376500,0,14280,0,0,two-year private,0
443359,2015,67,182500,0,11697,0,0,two-year private,1
443650,2010,29,124076,0,16207,0,0,two-year private,0
443650,2011,60,219691,4000,19721,0,0,two-year private,0
443650,2012,80,310897,7500,20740,0,0,two-year private,0
443650,2013,72,298948,2667,21069,0,0,two-year private,0
443650,2014,77,344557,2000,20244,0,0,two-year private,0
443650,2015,62,310580,5334,21599,0,0,two-year private,1
443766,2010,6,11837,0,27733,0,1,four-year private,0
443766,2011,2,2775,0,30661,0,1,four-year private,0
443766,2012,2,5675,0,29716,0,1,four-year private,0
443766,2013,4,5545,0,29291,0,1,four-year private,0
443766,2014,9,20244,0,25495,0,1,four-year private,0
443766,2015,13,39251,0,25183,0,1,four-year private,1
444255,2010,315,1234537,57859,24978,0,1,four-year private,0
444255,2011,153,589951,18001,31215,0,1,four-year private,0
444255,2012,14,56950,0,24510,0,1,four-year private,0
444255,2013,21,59314,2001,24498,0,1,four-year private,0
444255,2014,10,38638,10257,22729,0,1,four-year private,0
444255,2015,42,175737,2332,23182,0,1,four-year private,1
444468,2010,16,59213,0,8500,0,0,two-year private,0
444468,2011,17,67194,0,9484,0,0,two-year private,0
444468,2012,12,55500,0,8420,0,0,two-year private,0
444468,2013,16,64564,2784,5466,0,0,two-year private,0
444468,2014,7,19280,0,10698,0,0,two-year private,0
444468,2015,9,20410,0,10173,0,0,two-year private,1
445249,2010,137,578180,27463,21309,0,0,two-year private,0
445249,2011,149,540923,31652,23181,0,0,two-year private,0
445249,2012,110,386103,7667,26392,0,0,two-year private,0
445249,2013,82,353753,19667,22269,0,0,two-year private,0
445249,2014,139,500898,20298,23079,0,0,two-year private,0
445249,2015,61,212202,0,23910,0,0,two-year private,1
446075,2010,26,110059,9875,4664,0,0,two-year private,0
446075,2011,18,65100,0,6176,0,0,two-year private,0
446075,2012,15,66707,0,5964,0,0,two-year private,0
446075,2013,8,33694,0,6395,0,0,two-year private,0
446075,2014,11,45670,0,6235,0,0,two-year private,0
446075,2015,4,14214,0,7541,0,0,two-year private,1
446525,2010,182,448758,12669,29349,0,0,two-year private,0
446525,2011,170,370099,6667,31186,0,0,two-year private,0
446525,2012,52,162001,2000,29372,0,0,two-year private,0
446525,2013,39,66836,0,31908,0,0,two-year private,0
446525,2014,64,162887,4000,26890,0,0,two-year private,0
446525,2015,61,205000,25000,28950,0,0,two-year private,1
448150,2010,101,375356,0,6915,0,0,two-year private,0
448150,2011,81,266298,0,8918,0,0,two-year private,0
448150,2012,73,277825,0,9159,0,0,two-year private,0
448150,2013,54,198632,0,12990,0,0,two-year private,0
448150,2014,45,198600,0,12877,0,0,two-year private,0
448150,2015,47,167665,0,11058,0,0,two-year private,1
448664,2010,92,384968,0,14224,0,0,two-year private,0
448664,2011,116,390950,6000,19465,0,0,two-year private,0
448664,2012,107,434443,7335,20645,0,0,two-year private,0
448664,2013,100,383390,667,20857,0,0,two-year private,0
448664,2014,94,380383,4000,19966,0,0,two-year private,0
448664,2015,63,235705,0,20807,0,0,two-year private,1
449010,2010,255,959949,323931,31478,0,1,four-year private,0
449010,2011,247,717399,254269,25739,0,1,four-year private,0
449010,2012,238,748273,268183,25932,0,1,four-year private,0
449010,2013,293,1010936,369284,24429,0,1,four-year private,0
449010,2014,190,713648,223266,23214,0,1,four-year private,0
449010,2015,209,701982,239939,22224,0,1,four-year private,1
449764,2010,39,84735,0,21319,0,1,four-year private,0
449764,2011,21,46925,0,25084,0,1,four-year private,0
449764,2012,22,13800,17000,29813,0,1,four-year private,0
449764,2013,31,55320,0,28720,0,1,four-year private,0
449764,2014,17,32392,0,23013,0,1,four-year private,0
449764,2015,17,40850,0,22520,0,1,four-year private,1
450289,2010,94,486013,2667,19701,0,1,four-year private,0
450289,2011,16,68365,0,15951,0,1,four-year private,0
450289,2012,53,169869,667,17615,0,1,four-year private,0
450289,2013,69,289963,1332,18101,0,0,two-year private,0
450289,2014,64,273369,0,18364,0,0,two-year private,0
450289,2015,38,172516,0,17173,0,0,two-year private,1
450535,2010,10,37576,0,20613,0,1,four-year private,0
450535,2011,16,67547,0,18908,0,1,four-year private,0
450535,2012,7,36382,0,19025,0,1,four-year private,0
450535,2013,7,23525,0,16592,0,1,four-year private,0
450535,2014,7,36752,3600,18594,0,1,four-year private,0
450535,2015,2,7219,0,21318,0,1,four-year private,1
451529,2010,42,132517,0,7742,0,0,two-year private,0
451529,2011,59,111537,0,11810,0,0,two-year private,0
451529,2012,23,66062,0,10555,0,0,two-year private,0
451529,2013,13,30813,0,10107,0,0,two-year private,0
451529,2014,11,49840,0,7252,0,0,two-year private,0
451529,2015,22,101285,0,7833,0,0,two-year private,1
451538,2010,107,593850,0,6316,0,0,two-year private,0
451538,2011,74,403822,0,6291,0,0,two-year private,0
451538,2012,89,493950,0,7607,0,0,two-year private,0
451538,2013,93,524985,0,4765,0,0,two-year private,0
451538,2014,255,1343510,0,8105,0,0,two-year private,0
451538,2015,114,569250,0,9208,0,0,two-year private,1
451918,2010,129,335586,0,14406,0,0,two-year private,0
451918,2011,228,457634,0,14421,0,0,two-year private,0
451918,2012,110,262100,0,14267,0,0,two-year private,0
451918,2013,50,133124,0,18546,0,0,two-year private,0
451918,2014,36,155560,0,15606,0,0,two-year private,0
451918,2015,28,94434,0,16896,0,0,two-year private,1
452124,2010,194,404337,91278,20118,0,0,two-year private,0
452124,2011,85,384705,17297,22522,0,0,two-year private,0
452124,2012,59,283443,4973,25187,0,0,two-year private,0
452124,2013,67,290494,9875,25595,0,0,two-year private,0
452124,2014,68,246284,11815,25486,0,0,two-year private,0
452124,2015,45,216786,4534,26329,0,0,two-year private,1
455567,2010,45,180475,1334,21455,0,0,two-year private,0
455567,2011,77,364556,2400,15762,0,0,two-year private,0
455567,2012,41,201574,500,16974,0,0,two-year private,0
455567,2013,46,187094,0,19421,0,0,two-year private,0
455567,2014,44,154151,11600,18812,0,0,two-year private,0
455567,2015,52,233343,867,19035,0,0,two-year private,1
456029,2010,92,133431,0,15716,0,0,two-year private,0
456029,2011,72,160625,0,16593,0,0,two-year private,0
456029,2012,46,142101,0,11209,0,0,two-year private,0
456029,2013,34,74134,0,10113,0,0,two-year private,0
456029,2014,52,173220,0,13095,0,0,two-year private,0
456029,2015,38,107851,0,12562,0,0,two-year private,1
456940,2010,58,223042,2000,18405,0,0,two-year private,0
456940,2011,97,489502,0,17347,0,0,two-year private,0
456940,2012,47,177687,0,19576,0,0,two-year private,0
456940,2013,43,162008,0,20606,0,0,two-year private,0
456940,2014,68,343231,0,19813,0,0,two-year private,0
456940,2015,60,274775,0,20770,0,0,two-year private,1
458007,2010,78,270602,0,5595,0,0,two-year private,0
458007,2011,65,163900,0,6618,0,0,two-year private,0
458007,2012,78,255936,0,5810,0,0,two-year private,0
458007,2013,54,170783,0,7536,0,0,two-year private,0
458007,2014,62,251086,0,6580,0,0,two-year private,0
458007,2015,104,211835,0,8126,0,0,two-year private,1
458803,2010,68,332337,0,11312,0,0,two-year private,0
458803,2011,55,212656,0,11954,0,0,two-year private,0
458803,2012,59,256751,0,11954,0,0,two-year private,0
458803,2013,40,172475,0,11929,0,0,two-year private,0
458803,2014,42,155810,2000,13023,0,0,two-year private,0
458803,2015,43,205183,0,12053,0,0,two-year private,1
458812,2010,43,170183,0,10914,0,0,two-year private,0
458812,2011,40,84775,0,11724,0,0,two-year private,0
458812,2012,25,44083,0,11921,0,0,two-year private,0
458812,2013,20,70957,0,11814,0,0,two-year private,0
458812,2014,21,60040,2000,12609,0,0,two-year private,0
458812,2015,15,36223,0,12656,0,0,two-year private,1
458821,2010,61,317690,0,11378,0,0,two-year private,0
458821,2011,40,165800,0,11737,0,0,two-year private,0
458821,2012,55,251321,0,12143,0,0,two-year private,0
458821,2013,52,248864,0,11964,0,0,two-year private,0
458821,2014,44,175712,0,12635,0,0,two-year private,0
458821,2015,28,122191,0,11950,0,0,two-year private,1
459000,2010,68,362334,0,10728,0,0,two-year private,0
459000,2011,61,255122,0,11614,0,0,two-year private,0
459000,2012,45,177593,0,12039,0,0,two-year private,0
459000,2013,53,224685,0,12888,0,0,two-year private,0
459000,2014,51,234600,1000,11995,0,0,two-year private,0
459000,2015,39,180802,1000,12495,0,0,two-year private,1
459073,2010,44,213941,0,11120,0,0,two-year private,0
459073,2011,41,155933,0,11839,0,0,two-year private,0
459073,2012,45,162800,0,12385,0,0,two-year private,0
459073,2013,42,169449,0,12686,0,0,two-year private,0
459073,2014,42,160355,0,12709,0,0,two-year private,0
459073,2015,35,148893,0,12572,0,0,two-year private,1
